method,month,coverage,avg_width,median_neff,avg_drift
spectral_only,2022-10,0.9905913978494624,8.176344086021505,2159.998767849352,
spectral_only,2022-11,0.9986111111111111,10.742222222222221,2159.9990066225764,
spectral_only,2022-12,0.9986559139784946,14.340591397849462,2159.9999259273145,
spectral_only,2023-01,1.0,17.039247311827957,2159.999890494795,
spectral_only,2023-02,1.0,17.279464285714287,2159.9998470957435,
spectral_only,2023-03,1.0,17.601881720430107,2159.9999186804216,
spectral_only,2023-04,1.0,16.8175,2159.999954883833,
spectral_only,2023-05,1.0,15.234677419354838,2159.999639844426,
spectral_only,2023-06,0.9944444444444445,10.994722222222222,2159.999555030664,
spectral_only,2023-07,0.9959677419354839,8.512903225806452,2159.999480357757,
spectral_only,2023-08,0.9986559139784946,7.693279569892472,2159.998299776288,
spectral_only,2023-09,0.9907407407407407,7.714506172839505,2159.999439160427,
